################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.9595642195234096E-02 a         1     0     1     1     1
 -2.1525871404974761E-01 a         2     0     1     1     2
 -6.1965682824613488E-01 a         3     0     1     1     3
  2.1302510105517530E-01 a         4     0     1     1     4
 -1.5493351711286571E-01 a         5     0     1     1     5
 -2.9344700492508097E-01 a         6     0     1     1     6
 -3.9727498236024716E-01 a         7     0     1     1     7
 -2.4755482427736838E-01 a         8     0     1     1     8
  1.4978685833088329E-01 a         9     0     1     1     9
 -2.4543512367171663E-03 a        10     0     1     1    10
  1.8818921744395142E-01 a        11     0     1     1    11
  3.6159941268368928E-01 a        12     0     1     1    12
  1.5546381423777988E-01 a        13     0     1     1    13
 -1.0940332468060132E-01 a        14     0     1     1    14
  5.2814037197475405E-01 a        15     0     1     1    15
 -8.9556875513691736E-02 a        16     0     1     1    16
 -2.4291571316892974E-01 a        17     0     1     1    17
 -5.3794957080761305E-02 a        18     0     1     1    18
  1.4412764082899121E-01 a        19     0     1     1    19
  5.2352697992238983E-01 a        20     0     1     1    20
  1.7964338924525172E-01 a        21     0     2     1     1
  2.4708166882476235E-02 a        22     0     2     1     2
 -1.8986909602210950E-01 a        23     0     2     1     3
 -3.3945345800804699E-01 a        24     0     2     1     4
  2.7290698212468774E-02 a        25     0     2     1     5
 -3.5061547427796311E-02 a        26     0     2     1     6
  6.2574194250366269E-02 a        27     0     2     1     7
 -8.4966418905970294E-03 a        28     0     2     1     8
  5.1237485449768594E-01 a        29     0     2     1     9
  1.4713842533856913E-01 a        30     0     2     1    10
 -6.8349033110843782E-02 a        31     0     2     1    11
  7.3888859391244122E-01 a        32     0     2     1    12
 -1.1069220327272253E-01 a        33     0     2     1    13
  1.0283995627408953E-01 a        34     0     2     1    14
  2.2309039791246132E-01 a        35     0     2     1    15
  2.0633480245393512E-01 a        36     0     2     1    16
 -3.0692519657045957E-02 a        37     0     2     1    17
 -9.8819801077860495E-02 a        38     0     2     1    18
  6.6192654443769068E-03 a        39     0     2     1    19
  4.5614301618443909E-01 a        40     0     2     1    20
 -4.3160376144022417E-01 a        41     0     3     1     1
 -2.4235854788361919E-01 a        42     0     3     1     2
  4.0067406466337913E-01 a        43     0     3     1     3
  3.4478087968616511E-01 a        44     0     3     1     4
 -6.6081003148092621E-02 a        45     0     3     1     5
  2.6742869911993977E-01 a        46     0     3     1     6
 -2.5605934335353259E-01 a        47     0     3     1     7
  1.2433201466465374E-01 a        48     0     3     1     8
  2.4164821936477734E-01 a        49     0     3     1     9
 -4.3551131950588401E-01 a        50     0     3     1    10
 -1.4085141660697967E-01 a        51     0     3     1    11
 -1.4360991480155391E-01 a        52     0     3     1    12
  3.9914364687555534E-02 a        53     0     3     1    13
 -1.3094132039881179E-01 a        54     0     3     1    14
 -2.7814700825321448E-01 a        55     0     3     1    15
  1.2531217598749528E-01 a        56     0     3     1    16
 -1.5996359946272526E-01 a        57     0     3     1    17
  7.4635515032400540E-02 a        58     0     3     1    18
 -5.8555541995252813E-02 a        59     0     3     1    19
 -5.5506535327067641E-01 a        60     0     3     1    20
  3.3916416726295258E-02 a        61     0     4     1     1
 -1.6578310320449610E-01 a        62     0     4     1     2
  7.4508177397646869E-01 a        63     0     4     1     3
 -1.5534776464660135E-02 a        64     0     4     1     4
  2.7781597223754911E-01 a        65     0     4     1     5
 -1.7865971065134850E-02 a        66     0     4     1     6
  2.9864083452516804E-01 a        67     0     4     1     7
  3.3599314693669791E-01 a        68     0     4     1     8
 -2.5015877317326657E-01 a        69     0     4     1     9
 -5.4897570870957493E-02 a        70     0     4     1    10
  7.6337894994501318E-02 a        71     0     4     1    11
 -6.1312051016174673E-01 a        72     0     4     1    12
 -2.3019322251614358E-01 a        73     0     4     1    13
 -4.2942342885002155E-01 a        74     0     4     1    14
 -3.4181027931383157E-01 a        75     0     4     1    15
 -9.9023294068031009E-02 a        76     0     4     1    16
  2.5336787913824493E-01 a        77     0     4     1    17
 -2.6027806533032877E-01 a        78     0     4     1    18
 -2.6368862866625620E-01 a        79     0     4     1    19
 -5.7733817986827174E-01 a        80     0     4     1    20
 -5.1600653725994367E-03 a        81     0     5     1     1
  4.0437394072956462E-02 a        82     0     5     1     2
 -1.0712091351728607E-01 a        83     0     5     1     3
 -7.3911524028089515E-01 a        84     0     5     1     4
  1.1227085169268482E-01 a        85     0     5     1     5
 -3.0339528614162281E-01 a        86     0     5     1     6
 -1.0292840175459849E-02 a        87     0     5     1     7
  8.2292337867349497E-01 a        88     0     5     1     8
 -2.3821766458566118E-01 a        89     0     5     1     9
  5.8984810912304664E-01 a        90     0     5     1    10
 -1.9383235457170944E-01 a        91     0     5     1    11
 -1.1724102606757188E-02 a        92     0     5     1    12
 -3.3203872338168419E-02 a        93     0     5     1    13
  5.1750334497827413E-02 a        94     0     5     1    14
  1.6183917153126404E-01 a        95     0     5     1    15
 -2.0615392932562063E-01 a        96     0     5     1    16
  1.0769127376375424E-01 a        97     0     5     1    17
 -4.1819761279152184E-01 a        98     0     5     1    18
 -3.4561551954484171E-01 a        99     0     5     1    19
  3.0021974199143736E-01 a       100     0     5     1    20
  3.5324676384592141E-01 a       101     0     6     1     1
  1.1829876725743878E-01 a       102     0     6     1     2
  6.7737298678726077E-01 a       103     0     6     1     3
 -5.2547713697282905E-01 a       104     0     6     1     4
  4.4304810606664871E-02 a       105     0     6     1     5
 -2.9811102909759479E-01 a       106     0     6     1     6
  1.0150556086997575E-01 a       107     0     6     1     7
  2.4078027528886170E-01 a       108     0     6     1     8
 -8.2161057408243565E-01 a       109     0     6     1     9
  2.8372128994628886E-02 a       110     0     6     1    10
 -3.0642433069793656E-01 a       111     0     6     1    11
 -6.5988027257113735E-01 a       112     0     6     1    12
 -3.0111044152537647E-01 a       113     0     6     1    13
 -1.6188116620236984E-01 a       114     0     6     1    14
 -2.2717375030122314E-01 a       115     0     6     1    15
 -4.3537019211863107E-02 a       116     0     6     1    16
 -5.6937524744791645E-01 a       117     0     6     1    17
 -1.6891133402442735E-02 a       118     0     6     1    18
 -1.1658693525488723E-01 a       119     0     6     1    19
 -4.2783403763714623E-01 a       120     0     6     1    20
 -6.6929824947072658E-01 a       121     0     7     1     1
  4.2724368287238013E-01 a       122     0     7     1     2
 -5.9779633417869105E-01 a       123     0     7     1     3
  6.5685970404730801E-02 a       124     0     7     1     4
 -2.4574646329313093E-01 a       125     0     7     1     5
  1.0655459940397470E-01 a       126     0     7     1     6
 -4.9104801047137614E-01 a       127     0     7     1     7
 -3.9043148073854061E-01 a       128     0     7     1     8
 -8.2770819762169975E-02 a       129     0     7     1     9
  4.1038160507336097E-01 a       130     0     7     1    10
  2.4133340802186876E-01 a       131     0     7     1    11
  1.0884360991458251E-01 a       132     0     7     1    12
  7.2089503532340393E-01 a       133     0     7     1    13
  5.0476101223921022E-01 a       134     0     7     1    14
  3.4665061329078295E-01 a       135     0     7     1    15
 -2.9136276359125666E-02 a       136     0     7     1    16
  1.0276423817754636E+00 a       137     0     7     1    17
 -3.6835482129904712E-01 a       138     0     7     1    18
  6.5687366058552160E-02 a       139     0     7     1    19
  7.7893237662554815E-01 a       140     0     7     1    20
  3.6478267318674062E-01 a       141     0     8     1     1
 -2.1091060101212034E-01 a       142     0     8     1     2
  3.1629072137976783E-01 a       143     0     8     1     3
 -4.3830692602506230E-02 a       144     0     8     1     4
  1.7300292957734101E-01 a       145     0     8     1     5
 -3.2698569550599121E-01 a       146     0     8     1     6
  3.9680669199874530E-01 a       147     0     8     1     7
 -6.1671450481406653E-02 a       148     0     8     1     8
  1.4399878573732552E-01 a       149     0     8     1     9
 -9.2074083317368646E-02 a       150     0     8     1    10
  3.3729407260510179E-02 a       151     0     8     1    11
  1.7060601488515956E-01 a       152     0     8     1    12
 -3.9482513899839761E-01 a       153     0     8     1    13
  6.2447700755761462E-02 a       154     0     8     1    14
 -9.2718552413666472E-02 a       155     0     8     1    15
 -3.1814438150743585E-02 a       156     0     8     1    16
 -5.8341568176612857E-01 a       157     0     8     1    17
 -2.2012784705358826E-01 a       158     0     8     1    18
 -2.5175704453028125E-01 a       159     0     8     1    19
 -5.9670492584273604E-01 a       160     0     8     1    20
  9.1495556140148732E-02 a       161     0     9     1     1
 -4.7059014188909332E-01 a       162     0     9     1     2
 -1.6600464434444698E-01 a       163     0     9     1     3
 -5.5855015989513236E-02 a       164     0     9     1     4
 -1.9173618391369443E-01 a       165     0     9     1     5
 -2.3842461524000941E-01 a       166     0     9     1     6
 -2.1573259011925347E-01 a       167     0     9     1     7
 -1.6877267861008285E-01 a       168     0     9     1     8
 -2.5443280489693837E-01 a       169     0     9     1     9
 -1.6418530006026247E-01 a       170     0     9     1    10
  5.1118517801663010E-01 a       171     0     9     1    11
 -2.0010456557082815E-01 a       172     0     9     1    12
 -3.5443573805076506E-01 a       173     0     9     1    13
  7.4579743238685359E-01 a       174     0     9     1    14
  1.6930941064484897E-01 a       175     0     9     1    15
 -4.1791715580237804E-01 a       176     0     9     1    16
 -1.9999658626922071E-01 a       177     0     9     1    17
 -3.5682176002679317E-01 a       178     0     9     1    18
  1.1636162996540578E-02 a       179     0     9     1    19
  1.5241264881005018E-01 a       180     0     9     1    20
 -1.6473419629618147E-01 a       181     0    10     1     1
 -1.3100808946155129E-01 a       182     0    10     1     2
 -8.2290775695310639E-02 a       183     0    10     1     3
  9.2312357370990167E-02 a       184     0    10     1     4
  4.3038891083595675E-02 a       185     0    10     1     5
  1.3817417361162092E-02 a       186     0    10     1     6
 -1.2889824245172624E-01 a       187     0    10     1     7
 -2.8747240801538410E-01 a       188     0    10     1     8
 -5.4412525172182225E-01 a       189     0    10     1     9
  2.0255259316559956E-01 a       190     0    10     1    10
  2.0219136818082145E-01 a       191     0    10     1    11
  1.9231818278891621E-01 a       192     0    10     1    12
 -1.5245824079670503E-01 a       193     0    10     1    13
  1.6497167830468101E-01 a       194     0    10     1    14
  1.4381129351125807E-01 a       195     0    10     1    15
 -1.0142396859646534E-02 a       196     0    10     1    16
  2.1271260979667536E-01 a       197     0    10     1    17
  2.3017348408025898E-01 a       198     0    10     1    18
  1.6452246888824790E-01 a       199     0    10     1    19
 -2.4018849843039392E-01 a       200     0    10     1    20
  9.2310516679424442E-02 a       201     0    11     1     1
  2.5851715214345455E-01 a       202     0    11     1     2
  6.0985916243100409E-02 a       203     0    11     1     3
  1.8284277310305738E-01 a       204     0    11     1     4
  5.0504794736397707E-03 a       205     0    11     1     5
 -2.0542141866733585E-01 a       206     0    11     1     6
  4.5299239333479696E-01 a       207     0    11     1     7
  6.7420574697780691E-02 a       208     0    11     1     8
  2.5718514312136137E-01 a       209     0    11     1     9
  1.9772161254216106E-02 a       210     0    11     1    10
  3.2660180250967280E-01 a       211     0    11     1    11
 -8.4493209139398524E-03 a       212     0    11     1    12
  2.8487160392069116E-01 a       213     0    11     1    13
  2.1901627402260850E-02 a       214     0    11     1    14
  1.2956225833158933E-01 a       215     0    11     1    15
 -2.3171255438728916E-02 a       216     0    11     1    16
  2.4209865930744379E-01 a       217     0    11     1    17
  4.8683907562838818E-01 a       218     0    11     1    18
  1.1468562571639468E-01 a       219     0    11     1    19
  2.0215877896844725E-01 a       220     0    11     1    20
 -1.6773216615817652E-01 a       221     0    12     1     1
 -8.7552227634146804E-03 a       222     0    12     1     2
  1.3279111643096919E-01 a       223     0    12     1     3
 -7.2188398990962382E-02 a       224     0    12     1     4
 -1.9067769904594925E-01 a       225     0    12     1     5
  4.2050938533673998E-01 a       226     0    12     1     6
  4.1964445692945856E-01 a       227     0    12     1     7
  8.1275112747753286E-02 a       228     0    12     1     8
 -7.9280052487807479E-02 a       229     0    12     1     9
  4.0866595624203683E-01 a       230     0    12     1    10
 -2.1287023249852524E-01 a       231     0    12     1    11
  1.0686275396322600E-01 a       232     0    12     1    12
  2.0828355015669769E-01 a       233     0    12     1    13
 -4.0874279363839772E-01 a       234     0    12     1    14
 -1.6890663938677078E-01 a       235     0    12     1    15
 -1.5304398502806937E-01 a       236     0    12     1    16
 -1.2423518755579641E-01 a       237     0    12     1    17
  1.8984376684715956E-01 a       238     0    12     1    18
  1.6923581307689766E-02 a       239     0    12     1    19
  4.1636096457167254E-01 a       240     0    12     1    20
  2.8236065903136293E-01 a       241     0    13     1     1
 -3.0574720879518624E-02 a       242     0    13     1     2
  3.2413123789107469E-02 a       243     0    13     1     3
  2.4367357583247651E-01 a       244     0    13     1     4
  4.4182057728402108E-01 a       245     0    13     1     5
 -2.6201286145677216E-01 a       246     0    13     1     6
 -1.2961311731392844E-01 a       247     0    13     1     7
 -1.3780123911564018E-01 a       248     0    13     1     8
 -2.1157282742095981E-01 a       249     0    13     1     9
 -4.2458862457896934E-01 a       250     0    13     1    10
 -4.3806743524054288E-02 a       251     0    13     1    11
 -1.7331870725943646E-01 a       252     0    13     1    12
  2.3385554862084545E-01 a       253     0    13     1    13
  8.1988811433229081E-01 a       254     0    13     1    14
  1.5979993767366954E-01 a       255     0    13     1    15
 -2.2182061542748749E-01 a       256     0    13     1    16
 -1.0377515397462156E-01 a       257     0    13     1    17
  1.9501474809388183E-01 a       258     0    13     1    18
  4.6672918825109772E-01 a       259     0    13     1    19
  4.8347400520777578E-01 a       260     0    13     1    20
 -8.5870870473351665E-02 a       261     0    14     1     1
  3.5442907122654260E-01 a       262     0    14     1     2
  9.1111941211326139E-02 a       263     0    14     1     3
 -4.0738540347834795E-01 a       264     0    14     1     4
 -5.0901905932931346E-01 a       265     0    14     1     5
 -5.0669026518308080E-01 a       266     0    14     1     6
 -1.2920526240102226E-01 a       267     0    14     1     7
 -4.2293893872219440E-01 a       268     0    14     1     8
  3.3439596315720098E-02 a       269     0    14     1     9
 -1.1054785996678748E-01 a       270     0    14     1    10
 -6.1528898776810470E-01 a       271     0    14     1    11
  2.5543023715410412E-01 a       272     0    14     1    12
 -3.8633736238946631E-01 a       273     0    14     1    13
 -2.1588144168785717E-01 a       274     0    14     1    14
  4.3012447844220997E-01 a       275     0    14     1    15
 -2.7539630202873344E-01 a       276     0    14     1    16
  4.7261828329881117E-01 a       277     0    14     1    17
 -4.2739675888651588E-02 a       278     0    14     1    18
 -7.0143063844104098E-02 a       279     0    14     1    19
 -5.2210050434576305E-01 a       280     0    14     1    20
 -3.1248714575167752E-01 a       281     0    15     1     1
  2.9493798176199870E-01 a       282     0    15     1     2
  3.2469208491127076E-02 a       283     0    15     1     3
 -3.8038812989468849E-04 a       284     0    15     1     4
 -4.4162323555940297E-01 a       285     0    15     1     5
 -4.5258609344013448E-02 a       286     0    15     1     6
 -2.3407721501030465E-01 a       287     0    15     1     7
  5.0355541659594094E-01 a       288     0    15     1     8
  2.1401007135428338E-01 a       289     0    15     1     9
  1.4219885893114273E-01 a       290     0    15     1    10
  2.1169640664205563E-01 a       291     0    15     1    11
  6.1005993086942441E-02 a       292     0    15     1    12
 -1.3194042023068575E-01 a       293     0    15     1    13
 -5.2890134055785643E-01 a       294     0    15     1    14
 -8.9229260437604339E-03 a       295     0    15     1    15
  3.1418553102192620E-01 a       296     0    15     1    16
  5.8226290630351472E-02 a       297     0    15     1    17
 -2.7731783373521401E-01 a       298     0    15     1    18
 -2.1521863734327518E-01 a       299     0    15     1    19
 -6.5177366723373903E-02 a       300     0    15     1    20
  6.5019815733586517E-01 a       301     0    16     1     1
 -8.3797365232312038E-01 a       302     0    16     1     2
 -1.5219013813842519E-01 a       303     0    16     1     3
 -5.2232422688013924E-01 a       304     0    16     1     4
  1.0399002554107994E+00 a       305     0    16     1     5
  2.9418307407347610E-01 a       306     0    16     1     6
 -9.1929104885803625E-01 a       307     0    16     1     7
  5.6601071585918383E-01 a       308     0    16     1     8
  2.2983941333861510E-01 a       309     0    16     1     9
 -1.0118475569769864E-01 a       310     0    16     1    10
 -2.5711666463500388E-01 a       311     0    16     1    11
 -3.3640439559673863E-01 a       312     0    16     1    12
  7.7670618792957447E-01 a       313     0    16     1    13
  2.0041588334451959E-03 a       314     0    16     1    14
  4.8665197019130031E-02 a       315     0    16     1    15
 -6.5706728201943332E-01 a       316     0    16     1    16
  1.2846247288169399E+00 a       317     0    16     1    17
