################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.8011767016285676E-01 a         1     0     1     1     1
  1.0799873489919135E-01 a         2     0     1     1     2
  2.5629206422405537E-01 a         3     0     1     1     3
 -1.1863115055420760E-01 a         4     0     1     1     4
 -4.0997077136496977E-03 a         5     0     1     1     5
  5.9314436195408904E-01 a         6     0     1     1     6
 -4.7280459739763436E-01 a         7     0     1     1     7
 -1.3456666831604883E-02 a         8     0     1     1     8
 -1.8866055646762137E-01 a         9     0     1     1     9
  1.9241793203567484E-01 a        10     0     1     1    10
 -9.9031168379469126E-02 a        11     0     1     1    11
  3.7515493239490755E-01 a        12     0     1     1    12
  1.4675205083795495E-01 a        13     0     1     1    13
  4.3694870230336513E-01 a        14     0     1     1    14
 -1.8070729265677002E-01 a        15     0     1     1    15
 -2.2739382258706017E-01 a        16     0     1     1    16
 -5.6467108523289755E-01 a        17     0     1     1    17
 -6.8693011667860626E-02 a        18     0     1     1    18
  1.0406603246130350E-01 a        19     0     1     1    19
 -1.2745830603198971E-01 a        20     0     1     1    20
 -5.0546969471117156E-02 a        21     0     2     1     1
  7.4957879956850521E-02 a        22     0     2     1     2
 -1.6313831823611288E-01 a        23     0     2     1     3
  2.0502486158386729E-01 a        24     0     2     1     4
 -1.1648173058514411E-01 a        25     0     2     1     5
  4.4665168752609308E-01 a        26     0     2     1     6
 -1.3364410240026003E-01 a        27     0     2     1     7
 -1.2224364732343406E-02 a        28     0     2     1     8
  2.3202798480729536E-01 a        29     0     2     1     9
 -9.0800562955182490E-02 a        30     0     2     1    10
 -9.6447718266570476E-02 a        31     0     2     1    11
  8.4242529457005666E-01 a        32     0     2     1    12
 -1.5228865416080001E-01 a        33     0     2     1    13
  3.7787071859122900E-01 a        34     0     2     1    14
  1.9354566899519306E-03 a        35     0     2     1    15
  2.9277889505353488E-01 a        36     0     2     1    16
  2.3819684606747749E-01 a        37     0     2     1    17
  2.6798903624623149E-01 a        38     0     2     1    18
  3.8178434855666254E-01 a        39     0     2     1    19
  2.8335572801667797E-01 a        40     0     2     1    20
 -1.9052635250910288E-01 a        41     0     3     1     1
 -4.3113666859399588E-02 a        42     0     3     1     2
  2.4918824483279353E-01 a        43     0     3     1     3
 -4.1130936606487495E-01 a        44     0     3     1     4
  7.5675821499964296E-02 a        45     0     3     1     5
 -1.3605065222061730E-01 a        46     0     3     1     6
 -8.3730247923117465E-02 a        47     0     3     1     7
  1.9881530907043386E-02 a        48     0     3     1     8
  7.0924110347497876E-02 a        49     0     3     1     9
 -2.9403359259321682E-01 a        50     0     3     1    10
  1.1888305944500592E-01 a        51     0     3     1    11
  4.2450595978873695E-01 a        52     0     3     1    12
  3.2144074002262164E-02 a        53     0     3     1    13
 -2.6026036516921580E-01 a        54     0     3     1    14
 -3.0263670770827483E-01 a        55     0     3     1    15
  2.8803674422349018E-01 a        56     0     3     1    16
  9.9666147089725640E-02 a        57     0     3     1    17
  9.9393576020826574E-02 a        58     0     3     1    18
 -1.1723294870490449E-01 a        59     0     3     1    19
 -4.3836423402221623E-02 a        60     0     3     1    20
 -4.0211084573167841E-02 a        61     0     4     1     1
  1.1648155241711999E-01 a        62     0     4     1     2
 -6.1711176853305327E-01 a        63     0     4     1     3
 -4.4542463611183386E-01 a        64     0     4     1     4
 -2.5670754729904838E-01 a        65     0     4     1     5
 -7.3575658697451407E-01 a        66     0     4     1     6
  9.3387101080226842E-01 a        67     0     4     1     7
  2.3011724554441546E-01 a        68     0     4     1     8
  1.6717277510790601E-01 a        69     0     4     1     9
  1.8359572173073671E-01 a        70     0     4     1    10
 -1.5389467502663895E-01 a        71     0     4     1    11
 -2.6084523247792435E-01 a        72     0     4     1    12
 -3.8030443626753435E-01 a        73     0     4     1    13
 -2.0565137635304941E-02 a        74     0     4     1    14
  1.6070224664331202E-02 a        75     0     4     1    15
 -1.7397500573251742E-01 a        76     0     4     1    16
  3.2032297957479744E-01 a        77     0     4     1    17
 -1.2913782850313967E-02 a        78     0     4     1    18
  3.6740192765318525E-01 a        79     0     4     1    19
 -9.0850510371242629E-02 a        80     0     4     1    20
 -1.7819868475725479E-02 a        81     0     5     1     1
 -2.6459974598539210E-01 a        82     0     5     1     2
 -5.5547701217616083E-02 a        83     0     5     1     3
 -1.3230008382285259E-02 a        84     0     5     1     4
 -1.8507123240358175E-02 a        85     0     5     1     5
 -5.1693856754523770E-01 a        86     0     5     1     6
 -3.1125963327881084E-01 a        87     0     5     1     7
 -1.7097422935353063E-01 a        88     0     5     1     8
  5.8079162538067663E-01 a        89     0     5     1     9
 -1.1959390154895057E-01 a        90     0     5     1    10
 -2.9962585204422121E-01 a        91     0     5     1    11
  3.9310863323342354E-02 a        92     0     5     1    12
 -5.4516952771105276E-01 a        93     0     5     1    13
 -4.4560204280535137E-01 a        94     0     5     1    14
  9.6578246587534966E-01 a        95     0     5     1    15
 -6.5674845833801543E-01 a        96     0     5     1    16
 -2.6889384391220023E-01 a        97     0     5     1    17
  2.8039884063505244E-01 a        98     0     5     1    18
  4.8165456017369337E-02 a        99     0     5     1    19
 -2.5779725694526662E-01 a       100     0     5     1    20
 -2.3850895545137263E-01 a       101     0     6     1     1
  1.6851485111749259E-01 a       102     0     6     1     2
  1.4289245039695209E-01 a       103     0     6     1     3
 -3.8056899352612528E-01 a       104     0     6     1     4
 -5.2781091447846740E-01 a       105     0     6     1     5
 -1.2729241560477615E+00 a       106     0     6     1     6
  9.9941794427446462E-01 a       107     0     6     1     7
 -7.4326692764639740E-02 a       108     0     6     1     8
  6.3524672383601788E-01 a       109     0     6     1     9
 -4.2469374715795177E-01 a       110     0     6     1    10
 -2.8440919497155137E-01 a       111     0     6     1    11
 -3.3291323058405914E-01 a       112     0     6     1    12
 -2.7714066296188244E-01 a       113     0     6     1    13
 -5.0186034736516050E-01 a       114     0     6     1    14
  8.3854120824565204E-01 a       115     0     6     1    15
 -5.4661269362677034E-01 a       116     0     6     1    16
 -6.0884383772534549E-03 a       117     0     6     1    17
  1.9291925496923890E-01 a       118     0     6     1    18
 -3.5227618279713668E-01 a       119     0     6     1    19
 -2.0703728886830483E-01 a       120     0     6     1    20
 -9.7916035521951952E-02 a       121     0     7     1     1
 -2.2164707385326787E-01 a       122     0     7     1     2
 -1.1766447399357143E+00 a       123     0     7     1     3
  8.2933985894835116E-01 a       124     0     7     1     4
 -2.3005925640776617E-01 a       125     0     7     1     5
  1.1364568537739936E+00 a       126     0     7     1     6
 -6.2373125500185056E-01 a       127     0     7     1     7
  6.4339463008215958E-01 a       128     0     7     1     8
 -3.6519379673659830E-01 a       129     0     7     1     9
 -6.1907809437530707E-02 a       130     0     7     1    10
 -2.7440478737515173E-01 a       131     0     7     1    11
  1.8780825168316889E-01 a       132     0     7     1    12
  2.0678793012558744E-01 a       133     0     7     1    13
  1.7023119332913042E-01 a       134     0     7     1    14
 -1.0733576089043271E+00 a       135     0     7     1    15
  7.3866895664245757E-01 a       136     0     7     1    16
 -6.8019615592777793E-01 a       137     0     7     1    17
 -1.5200567146538277E+00 a       138     0     7     1    18
  3.7443162750683096E-01 a       139     0     7     1    19
  3.3780530818847337E-01 a       140     0     7     1    20
 -8.4435049168840842E-02 a       141     0     8     1     1
  4.1919976432545980E-01 a       142     0     8     1     2
  1.7319630759878679E-01 a       143     0     8     1     3
 -4.6819944955714748E-01 a       144     0     8     1     4
 -3.4100306313887513E-01 a       145     0     8     1     5
 -2.0786607642165131E-01 a       146     0     8     1     6
  5.5034586585575296E-01 a       147     0     8     1     7
 -1.3124678120217489E-01 a       148     0     8     1     8
  1.2364060870989700E-02 a       149     0     8     1     9
  1.2605827129705566E-01 a       150     0     8     1    10
  1.7497586295483022E-01 a       151     0     8     1    11
 -3.3233512589689412E-01 a       152     0     8     1    12
  2.4985502473381258E-02 a       153     0     8     1    13
  2.1165504178402078E-01 a       154     0     8     1    14
  2.6900809520982844E-01 a       155     0     8     1    15
 -1.0649397940216591E-01 a       156     0     8     1    16
  3.5274291908147476E-01 a       157     0     8     1    17
  6.6960071267353194E-01 a       158     0     8     1    18
  5.4636335978926129E-02 a       159     0     8     1    19
 -2.7251334020103479E-01 a       160     0     8     1    20
  4.7065720191501093E-01 a       161     0     9     1     1
  4.5182631400489803E-01 a       162     0     9     1     2
  6.7306642586149296E-02 a       163     0     9     1     3
