################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.4560252740920233E-01 a         1     0     1     1     1
  1.1621318489587568E-01 a         2     0     1     1     2
  2.5861309685750724E-03 a         3     0     1     1     3
 -3.4308038873377134E-01 a         4     0     1     1     4
  3.4137251419716585E-01 a         5     0     1     1     5
 -2.5764196628415992E-01 a         6     0     1     1     6
 -1.0615944082033942E-01 a         7     0     1     1     7
 -1.0213698655683009E-01 a         8     0     1     1     8
 -3.8599017364087516E-02 a         9     0     1     1     9
 -3.9662955396844463E-03 a        10     0     1     1    10
  3.7405088507642797E-01 a        11     0     1     1    11
 -1.0430373121327871E-02 a        12     0     1     1    12
 -4.9940356106955852E-01 a        13     0     1     1    13
  7.4497829323007622E-02 a        14     0     1     1    14
 -1.4232487503814475E-01 a        15     0     1     1    15
 -4.4159266592467267E-01 a        16     0     1     1    16
  7.2697109658670545E-02 a        17     0     1     1    17
  4.4722377876622760E-01 a        18     0     1     1    18
 -1.0193175509794308E-01 a        19     0     1     1    19
 -1.4079521011361010E-01 a        20     0     1     1    20
  2.1590013073242473E-01 a        21     0     2     1     1
 -5.9256710895332451E-02 a        22     0     2     1     2
 -4.9898615250094930E-01 a        23     0     2     1     3
  4.3494795560981944E-02 a        24     0     2     1     4
 -1.3209258519344543E-02 a        25     0     2     1     5
 -2.2259770690657359E-02 a        26     0     2     1     6
 -6.4315639574565331E-01 a        27     0     2     1     7
 -1.8675126086270974E-01 a        28     0     2     1     8
  2.7247364121017315E-01 a        29     0     2     1     9
 -3.7954994408098147E-01 a        30     0     2     1    10
  3.7548217251492128E-01 a        31     0     2     1    11
 -2.3707468303604270E-01 a        32     0     2     1    12
  1.6190083145576667E-01 a        33     0     2     1    13
 -3.6964529024461706E-01 a        34     0     2     1    14
 -3.2831161867018971E-01 a        35     0     2     1    15
 -1.4344824479169149E-01 a        36     0     2     1    16
  1.1974498322854446E-01 a        37     0     2     1    17
  3.3938930595940282E-02 a        38     0     2     1    18
 -2.9590760484181722E-01 a        39     0     2     1    19
 -3.2775976197666690E-01 a        40     0     2     1    20
  1.8611980080256382E-01 a        41     0     3     1     1
 -1.6469856196694627E-01 a        42     0     3     1     2
 -3.2633954049208563E-01 a        43     0     3     1     3
  5.1468925032646451E-01 a        44     0     3     1     4
 -2.3569017339260656E-01 a        45     0     3     1     5
 -9.2915051496395396E-02 a        46     0     3     1     6
 -4.6150259716885508E-02 a        47     0     3     1     7
 -1.9556981504483187E-01 a        48     0     3     1     8
 -6.0521033834990821E-02 a        49     0     3     1     9
  2.1211409652675234E-01 a        50     0     3     1    10
 -5.7741169748414770E-02 a        51     0     3     1    11
  2.5575191851341489E-01 a        52     0     3     1    12
  3.6691109276890826E-01 a        53     0     3     1    13
 -3.6696194270377075E-01 a        54     0     3     1    14
 -2.9649509025711501E-01 a        55     0     3     1    15
  4.6285952448452038E-02 a        56     0     3     1    16
 -2.6541906249338321E-01 a        57     0     3     1    17
  3.3058730869608055E-01 a        58     0     3     1    18
  2.6686446381216838E-01 a        59     0     3     1    19
  1.7653028335219756E-01 a        60     0     3     1    20
  3.3936472856993460E-01 a        61     0     4     1     1
 -3.7685646921857541E-01 a        62     0     4     1     2
  2.3681361202636086E-01 a        63     0     4     1     3
  6.5661208261727644E-01 a        64     0     4     1     4
 -2.6386332871749896E-01 a        65     0     4     1     5
  2.0433779389462464E-01 a        66     0     4     1     6
 -4.6812325037359714E-01 a        67     0     4     1     7
 -4.4450401880302232E-01 a        68     0     4     1     8
 -1.5528222309088854E-01 a        69     0     4     1     9
 -1.6582731164365622E-01 a        70     0     4     1    10
  2.2876896066487150E-02 a        71     0     4     1    11
  2.3145864083866521E-01 a        72     0     4     1    12
  6.0088726255120539E-01 a        73     0     4     1    13
  6.2103739752903418E-02 a        74     0     4     1    14
 -3.1731991730930936E-01 a        75     0     4     1    15
  4.7008186167506316E-01 a        76     0     4     1    16
 -2.9009113503531103E-01 a        77     0     4     1    17
 -2.1261728918236233E-01 a        78     0     4     1    18
  1.6501764902907018E-01 a        79     0     4     1    19
  4.5839444044609751E-01 a        80     0     4     1    20
 -6.1104370876643332E-02 a        81     0     5     1     1
  2.9902495295805803E-01 a        82     0     5     1     2
 -3.1214267504885571E-02 a        83     0     5     1     3
 -7.9903874938718034E-01 a        84     0     5     1     4
 -4.4720908918434427E-01 a        85     0     5     1     5
